date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-10-27,San Antonio,Toronto,4.5,random_forest,Away Favorite,0.4202535570658483,0.0,0,True,44,2025-10-27,San Antonio,Toronto,-107,106,0.5169082125603864,0.4854368932038835,0.4202535570658483,0.5797464429341517,0.48307908313729814,0.5184452356094773,-0.0338291294230883,0.033008342405593805,0.033008342405593805,underdog,0,1
2025-10-27,Okla City,Dallas,8.5,random_forest,Away Favorite,0.4466238703971592,0.0,0,True,44,2025-10-27,Okla City,Dallas,-110,-110,0.5238095238095238,0.5238095238095238,0.4466238703971592,0.5533761296028408,0.49679454511519616,0.5341578358371848,-0.027014978694327674,0.010348312027660955,0.010348312027660955,underdog,0,1
2025-10-27,Utah,Phoenix,1.5,random_forest,Home Favorite,0.6742355258127429,1.0,1,True,44,2025-10-27,Utah,Phoenix,-110,-110,0.5238095238095238,0.5238095238095238,0.6742355258127429,0.32576447418725707,0.5764586245106504,0.45449375644173046,0.052649100701126605,-0.06931576736779338,0.052649100701126605,favorite,1,1
2025-10-27,Denver,Minnesota,6.5,random_forest,Away Favorite,0.5676089180234188,1.0,1,True,44,2025-10-27,Denver,Minnesota,-104,100,0.5098039215686274,0.5,0.5676089180234188,0.43239108197658116,0.5300356703278044,0.4763368786918034,0.020231748759176993,-0.02366312130819659,0.020231748759176993,favorite,1,1
2025-10-27,Golden State,Memphis,7.5,random_forest,Away Favorite,0.5845610047846889,1.0,0,False,44,2025-10-27,Golden State,Memphis,-112,106,0.5283018867924528,0.4854368932038835,0.5845610047846889,0.41543899521531114,0.5479925780897354,0.46093762890788315,0.019690691297282625,-0.024499264296000356,0.019690691297282625,favorite,1,0
2025-10-27,Portland,La Lakers,2.5,random_forest,Away Favorite,0.6087203225072682,1.0,1,True,44,2025-10-27,Portland,La Lakers,-110,-110,0.5238095238095238,0.5238095238095238,0.6087203225072682,0.39127967749273185,0.5535283033537344,0.47742407759864663,0.02971877954421054,-0.0463854462108772,0.02971877954421054,favorite,1,1
2025-10-28,Philadelphia,Washington,4.5,random_forest,Away Favorite,0.6073792846936021,1.0,1,True,44,2025-10-28,Philadelphia,Washington,-110,-110,0.5238095238095238,0.5238095238095238,0.6073792846936021,0.39262071530639786,0.5530589401189512,0.4778934408334297,0.029249416309427345,-0.04591608297609412,0.029249416309427345,favorite,1,1
2025-10-28,Miami,Charlotte,6.5,random_forest,Home Favorite,0.6553861900834329,1.0,1,True,44,2025-10-28,Miami,Charlotte,-110,-110,0.5238095238095238,0.5238095238095238,0.6553861900834329,0.3446138099165671,0.569861357005392,0.461091023946989,0.04605183319586814,-0.06271849986253486,0.04605183319586814,favorite,1,1
2025-10-28,New York,Milwaukee,1.5,random_forest,Away Favorite,0.4006125569022611,0.0,0,True,44,2025-10-28,New York,Milwaukee,-110,-110,0.5238095238095238,0.5238095238095238,0.4006125569022611,0.5993874430977388,0.48069058539198184,0.550261795560399,-0.043118938417541997,0.026452271750875167,0.026452271750875167,underdog,0,1
2025-10-28,Okla City,Sacramento,10.5,random_forest,Home Favorite,0.3646421967995326,0.0,0,True,44,2025-10-28,Okla City,Sacramento,-110,-110,0.5238095238095238,0.5238095238095238,0.3646421967995326,0.6353578032004674,0.4681009593560269,0.562851421596354,-0.05570856445349692,0.039041897786830204,0.039041897786830204,underdog,0,1
2025-10-28,La Clippers,Golden State,1.5,random_forest,Away Favorite,0.5785410349296233,1.0,0,False,44,2025-10-28,La Clippers,Golden State,-110,-110,0.5238095238095238,0.5238095238095238,0.5785410349296233,0.4214589650703767,0.5429655527015587,0.4879868282508223,0.019156028892034827,-0.035822695558701545,0.019156028892034827,favorite,1,0
2025-10-29,Houston,Toronto,5.5,random_forest,Away Favorite,0.2744146822268656,0.0,1,False,44,2025-10-29,Houston,Toronto,-102,-106,0.504950495049505,0.5145631067961165,0.2744146822268656,0.7255853177731344,0.4242629605615812,0.5884208806380727,-0.08068753448792376,0.07385777384195624,0.07385777384195624,underdog,0,0
2025-10-29,Cleveland,Boston,3.5,random_forest,Away Favorite,0.5076553412176996,1.0,0,False,44,2025-10-29,Cleveland,Boston,103,-106,0.49261083743842365,0.5145631067961165,0.5076553412176996,0.4923446587823004,0.4978764137611702,0.5067866499912809,0.005265576322746546,-0.00777645680483563,0.005265576322746546,favorite,0,1
2025-10-29,Orlando,Detroit,1.5,random_forest,Away Favorite,0.6478365246391812,1.0,0,False,44,2025-10-29,Orlando,Detroit,-110,108,0.5238095238095238,0.4807692307692308,0.6478365246391812,0.3521634753608188,0.5672189740999038,0.43575721637628656,0.043409450290380014,-0.04501201439294422,0.043409450290380014,favorite,1,0
2025-10-29,Atlanta,Brooklyn,8.5,random_forest,Away Favorite,0.5114597278838034,1.0,0,False,44,2025-10-29,Atlanta,Brooklyn,105,-111,0.4878048780487805,0.5260663507109005,0.5114597278838034,0.48854027211619655,0.4960840754910385,0.5129322232027541,0.008279197442258024,-0.013134127508146354,0.008279197442258024,favorite,0,1
2025-10-29,Chicago,Sacramento,4.5,random_forest,Home Favorite,0.3801030381405311,0.0,1,False,44,2025-10-29,Chicago,Sacramento,-111,106,0.5260663507109005,0.4854368932038835,0.3801030381405311,0.619896961859469,0.4749791913112712,0.5324979172333384,-0.05108715939962927,0.04706102402945489,0.04706102402945489,underdog,0,0
2025-10-29,Dallas,Indiana,5.5,random_forest,Home Favorite,0.3272684244659768,0.0,0,True,44,2025-10-29,Dallas,Indiana,-114,103,0.5327102803738317,0.49261083743842365,0.3272684244659768,0.6727315755340232,0.4608056308060825,0.5556530957718835,-0.07190464956774922,0.06304225833345983,0.06304225833345983,underdog,0,1
2025-10-29,Denver,New Orleans,12.5,random_forest,Home Favorite,0.5748301560891552,1.0,1,True,44,2025-10-29,Denver,New Orleans,-110,-110,0.5238095238095238,0.5238095238095238,0.5748301560891552,0.4251698439108448,0.5416667451073948,0.4892856358449862,0.01785722129787093,-0.03452388796453765,0.01785722129787093,favorite,1,1
2025-10-29,Portland,Utah,3.5,random_forest,Away Favorite,0.5369831338435607,1.0,0,False,44,2025-10-29,Portland,Utah,-110,-110,0.5238095238095238,0.5238095238095238,0.5369831338435607,0.46301686615643933,0.5284202873214368,0.5025320936309443,0.004610763511912919,-0.021277430178579526,0.004610763511912919,favorite,1,0
2025-10-29,Minnesota,La Lakers,7.5,random_forest,Home Favorite,0.3729195005858717,0.0,0,True,44,2025-10-29,Minnesota,La Lakers,-101,-109,0.5024875621890548,0.5215311004784688,0.3729195005858717,0.6270804994141284,0.4571387406279407,0.5584733901059497,-0.04534882156111408,0.03694228962748081,0.03694228962748081,underdog,0,1
2025-10-29,Memphis,Phoenix,1.5,random_forest,Away Favorite,0.5033667961049536,1.0,0,False,44,2025-10-29,Memphis,Phoenix,-109,101,0.5215311004784688,0.4975124378109453,0.5033667961049536,0.4966332038950464,0.5151735939477384,0.4972047059403807,-0.006357506530730417,-0.00030773187056459816,-0.00030773187056459816,underdog,1,0
2025-10-30,Orlando,Charlotte,1.5,random_forest,Away Favorite,0.5930760810071155,1.0,1,True,44,2025-10-30,Orlando,Charlotte,-122,109,0.5495495495495496,0.4784688995215311,0.5930760810071155,0.4069239189928845,0.5647838355596977,0.4534281563365048,0.01523428601014809,-0.025040743185026304,0.01523428601014809,favorite,1,1
2025-10-30,Golden State,Milwaukee,3.5,random_forest,Away Favorite,0.2273882173503595,0.0,0,True,44,2025-10-30,Golden State,Milwaukee,-101,-111,0.5024875621890548,0.5260663507109005,0.2273882173503595,0.7726117826496405,0.4062027914955114,0.6123572518894594,-0.09628477069354335,0.08629090117855898,0.08629090117855898,underdog,0,1
2025-10-30,Okla City,Washington,15.5,random_forest,Away Favorite,0.3874452767870062,0.0,0,True,44,2025-10-30,Okla City,Washington,101,-107,0.4975124378109453,0.5169082125603864,0.3874452767870062,0.6125547232129938,0.4589889314525666,0.550384491288799,-0.0385235063583787,0.03347627872841252,0.03347627872841252,underdog,0,1
2025-10-30,San Antonio,Miami,5.5,random_forest,Away Favorite,0.2842822445432715,0.0,0,True,44,2025-10-30,San Antonio,Miami,-107,103,0.5169082125603864,0.49261083743842365,0.2842822445432715,0.7157177554567284,0.43548912375439625,0.5706982587448304,-0.08141908880599019,0.07808742130640672,0.07808742130640672,underdog,0,1
